reading	kind	characters	auto_rule_failures
みみざわり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみず	normal	3	school-source-count-3
みみずく	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみたぶ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみだれ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみなり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみもと	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みみより	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みむき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みめ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みめい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みもだえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みもち	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みもと	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みもの	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みゃくどう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みゃくらく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みや	normal	2	japanese-education-source-count-3-for-2-characters-otherwise-2
みやまいり	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みゅーじっく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうあさ	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
みょうあん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうぎ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうごにち	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうごねん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうしゅん	terminal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうじょう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうじん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうだい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうちょう	normal	6	school-source-count-3
みょうにち	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
みょうねん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうみ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうやく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みょうれい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みよ	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みより	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みりばーる	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みりょう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みりん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みれん	terminal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みわく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みわけ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みわすれ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんか	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんけん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんげい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんしゅう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんしゅこく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんしゅしゅぎ	normal	7	school-source-count-3
みんしん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんじ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんじょう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんせい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんせいいいん	terminal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんせん	terminal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんな	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
みんぽう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんみんぜみ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みんわ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
みーと	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むい	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むいぎ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むいしき	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
むいちもつ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むいみ	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
むえき	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むえん	terminal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むえんたん	terminal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかいあい	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかいあわせ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかいかぜ	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかしかたぎ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかしなじみ	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかしばなし	normal	6	japanese-education-source-count-3-for-2-characters-otherwise-2
むかしふう	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかしむかし	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかで	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むかんけい	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
むかんしん	terminal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
むが	normal	2	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むがく	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むがむちゅう	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきず	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきだし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきどう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきぶつ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきめい	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきゅう	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきょういく	normal	6	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むきりょく	normal	5	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎうち	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎかり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎこ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎこき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎばたけ	normal	5	japanese-education-source-count-3-for-2-characters-otherwise-2
むぎふみ	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
むぎぶえ	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎまき	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎめし	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎゆ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎわら	normal	4	japanese-education-source-count-3-for-2-characters-otherwise-2
むぎわらざいく	normal	7	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むぎわらぼう	normal	6	japanese-education-source-count-3-for-2-characters-otherwise-2
むぎわらぼうし	normal	7	school-source-count-3
むくい	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むくげ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むくち	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
むくどり	normal	4	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むくみ	normal	3	school-source-count-3,japanese-education-source-count-3-for-2-characters-otherwise-2
むけい	normal	3	japanese-education-source-count-3-for-2-characters-otherwise-2
